employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,jobinvolvement,performancerating,retirementdate,retirementtype,resignationreason
184,2.0,3.0,3.0,42,travel_frequently,research & development,2,4,medical,female,1,research scientist,married,29770,4,15,3,8.0,3,2,2,0,2,3,,,
185,2.0,4.0,2.0,36,non-travel,research & development,3,4,medical,male,1,research scientist,single,40250,1,11,0,10.0,3,10,9,7,3,3,,,
186,3.0,3.0,3.0,22,travel_frequently,research & development,7,3,medical,female,2,laboratory technician,single,37850,5,13,2,4.0,2,2,1,2,3,3,2016-05-03,resignation,stress
187,2.0,4.0,3.0,48,travel_rarely,research & development,6,3,medical,male,1,laboratory technician,married,108540,2,14,1,14.0,6,9,6,7,3,3,,,
188,1.0,2.0,3.0,55,travel_rarely,research & development,1,3,medical,female,1,sales executive,single,120310,3,11,0,37.0,5,10,7,7,3,3,,,
189,4.0,4.0,3.0,41,non-travel,research & development,3,2,life sciences,female,2,research scientist,single,99360,7,17,1,16.0,2,14,1,10,2,3,,,
190,2.0,3.0,3.0,35,travel_rarely,research & development,22,3,medical,female,1,sales representative,married,29660,9,18,0,15.0,2,11,6,9,2,3,,,
191,2.0,3.0,3.0,40,travel_rarely,research & development,15,3,life sciences,female,2,laboratory technician,single,25710,7,14,0,22.0,1,20,5,13,3,3,,,
192,3.0,3.0,3.0,39,travel_frequently,research & development,12,1,medical,male,1,research scientist,married,99910,1,16,1,8.0,3,8,0,7,3,3,,,
193,2.0,4.0,4.0,31,travel_rarely,research & development,1,4,life sciences,male,3,research director,single,61420,4,13,2,10.0,2,6,0,5,2,3,,,
194,4.0,1.0,2.0,42,travel_rarely,research & development,5,3,medical,male,3,sales executive,married,53900,1,14,0,10.0,3,10,5,8,3,3,,,
195,4.0,2.0,4.0,45,travel_rarely,research & development,2,1,medical,female,4,sales executive,married,44040,0,23,0,9.0,2,8,3,7,3,4,,,
196,4.0,3.0,2.0,26,travel_frequently,research & development,2,1,life sciences,female,2,laboratory technician,divorced,59930,0,12,0,8.0,3,7,1,0,3,3,2016-04-09,resignation,salary
197,4.0,4.0,4.0,29,travel_rarely,research & development,5,3,medical,male,1,research scientist,divorced,51300,4,11,0,8.0,3,3,1,2,2,3,,,
198,1.0,3.0,3.0,33,travel_rarely,research & development,16,3,medical,female,1,laboratory technician,divorced,20900,4,16,0,10.0,2,6,0,5,3,3,,,
199,3.0,4.0,2.0,31,travel_rarely,research & development,2,4,life sciences,female,1,sales executive,divorced,29090,9,14,2,10.0,2,5,0,1,3,3,,,
200,2.0,2.0,3.0,18,travel_frequently,research & development,2,3,technical degree,male,1,sales executive,single,34680,1,18,2,0.0,4,0,0,0,4,3,2016-01-25,resignation,salary
201,3.0,1.0,3.0,40,non-travel,research & development,1,4,technical degree,female,2,laboratory technician,divorced,30680,3,19,0,20.0,3,1,0,1,2,3,,,
202,1.0,3.0,3.0,41,non-travel,research & development,23,3,life sciences,male,2,manufacturing director,single,26700,2,15,2,10.0,2,8,0,7,2,3,,,
203,1.0,3.0,3.0,26,travel_rarely,research & development,9,4,medical,male,3,healthcare representative,divorced,26930,5,17,3,8.0,3,0,0,0,2,3,,,
204,1.0,3.0,3.0,35,travel_rarely,research & development,16,4,medical,male,2,human resources,single,95260,1,15,0,5.0,2,5,0,3,2,3,,,
205,4.0,4.0,3.0,34,travel_rarely,research & development,26,3,medical,male,1,laboratory technician,single,52370,1,19,1,10.0,3,10,5,7,2,3,,,
206,3.0,4.0,1.0,26,travel_rarely,sales,1,3,marketing,female,2,manufacturing director,single,24260,1,22,0,1.0,3,1,0,0,1,4,2016-10-01,resignation,salary
207,2.0,4.0,4.0,37,travel_rarely,research & development,8,1,life sciences,male,1,sales executive,single,41930,4,16,1,12.0,5,6,1,2,3,3,,,
208,1.0,3.0,2.0,46,travel_frequently,research & development,4,1,medical,male,5,human resources,married,29110,5,13,0,28.0,3,2,1,2,3,3,,,
209,2.0,1.0,3.0,41,travel_rarely,research & development,24,1,life sciences,male,1,research director,married,26610,7,14,1,22.0,2,18,11,8,3,3,,,
210,1.0,2.0,3.0,37,non-travel,research & development,7,2,medical,male,1,sales executive,divorced,20280,1,16,1,9.0,3,9,7,7,3,3,,,
211,4.0,1.0,3.0,52,travel_rarely,sales,2,1,medical,male,1,laboratory technician,divorced,99800,1,11,1,18.0,2,10,6,9,3,3,,,
212,4.0,3.0,3.0,32,non-travel,research & development,7,2,life sciences,female,2,research director,married,32980,8,22,0,6.0,4,4,1,2,2,4,2016-01-06,resignation,salary
213,4.0,4.0,3.0,24,travel_frequently,sales,22,3,life sciences,female,1,healthcare representative,married,29350,0,14,2,3.0,5,2,2,1,2,3,,,
214,3.0,3.0,3.0,38,travel_rarely,research & development,5,3,life sciences,female,1,research scientist,married,154270,3,16,1,18.0,2,1,0,0,3,3,,,
215,2.0,2.0,2.0,37,travel_rarely,research & development,1,4,technical degree,female,5,research scientist,married,39440,6,11,2,8.0,3,6,4,3,3,3,,,
216,4.0,3.0,3.0,49,travel_rarely,sales,21,1,life sciences,male,1,sales executive,divorced,40110,1,18,2,31.0,2,31,0,9,1,3,,,
217,2.0,4.0,3.0,24,travel_rarely,sales,1,3,marketing,female,1,sales executive,married,34070,1,15,2,6.0,2,6,1,4,2,3,,,
218,1.0,2.0,4.0,26,travel_rarely,research & development,19,4,technical degree,female,4,sales executive,married,119940,1,14,1,6.0,6,5,1,4,3,3,,,
219,4.0,2.0,3.0,24,travel_rarely,sales,7,3,medical,female,1,laboratory technician,married,12320,1,12,0,1.0,4,1,0,0,1,3,,,
220,1.0,2.0,3.0,50,travel_frequently,sales,2,2,marketing,male,1,sales executive,married,29600,1,14,3,32.0,2,32,10,7,3,3,,,
221,2.0,3.0,3.0,25,travel_rarely,research & development,2,3,life sciences,male,1,research scientist,married,190940,1,16,0,7.0,3,7,0,6,2,3,,,
224,2.0,4.0,3.0,34,travel_rarely,sales,6,2,life sciences,male,4,research director,married,102480,1,12,1,6.0,4,6,1,3,3,3,,,
225,2.0,1.0,1.0,31,travel_rarely,research & development,9,1,medical,female,1,sales representative,divorced,189470,2,12,2,9.0,2,3,1,2,2,3,2016-06-23,resignation,salary
226,1.0,4.0,3.0,35,travel_rarely,research & development,2,3,life sciences,female,5,sales executive,single,24960,4,17,3,9.0,3,3,0,2,3,3,,,
227,1.0,4.0,4.0,31,travel_rarely,sales,1,3,marketing,female,2,sales executive,divorced,64650,4,17,0,13.0,3,7,5,7,3,3,,,
228,1.0,3.0,2.0,27,travel_rarely,sales,22,4,medical,male,1,sales representative,divorced,22060,0,14,1,6.0,4,5,0,3,3,3,,,
229,4.0,3.0,2.0,37,travel_rarely,sales,9,4,marketing,female,2,laboratory technician,married,20860,4,14,0,17.0,3,3,1,0,3,3,,,
230,4.0,2.0,4.0,20,travel_rarely,research & development,17,4,medical,female,1,sales representative,single,22930,1,13,2,1.0,3,1,0,0,1,3,,,
231,3.0,4.0,3.0,42,travel_rarely,research & development,28,4,life sciences,female,2,manufacturing director,married,26450,1,15,0,10.0,5,10,2,2,3,3,,,
232,2.0,4.0,2.0,43,travel_rarely,research & development,10,5,technical degree,female,2,sales executive,divorced,26830,4,11,0,21.0,3,1,0,0,3,3,,,
233,3.0,1.0,2.0,38,travel_rarely,human resources,2,4,medical,male,1,human resources,single,20140,3,17,1,8.0,5,0,0,0,4,3,,,
234,4.0,3.0,3.0,43,travel_frequently,sales,4,3,medical,female,2,healthcare representative,divorced,34190,3,11,1,10.0,5,8,4,7,3,3,,,
235,4.0,1.0,1.0,48,travel_rarely,research & development,8,1,medical,male,2,laboratory technician,married,53760,7,13,1,21.0,3,3,0,2,4,3,,,
236,1.0,3.0,4.0,44,travel_rarely,sales,29,4,marketing,male,2,sales executive,single,19510,4,22,3,10.0,4,2,0,2,4,4,,,
237,3.0,3.0,3.0,34,travel_rarely,research & development,13,4,life sciences,female,1,laboratory technician,divorced,23410,1,20,2,8.0,3,8,0,6,2,4,,,
238,3.0,1.0,3.0,27,travel_rarely,sales,27,3,life sciences,male,2,research scientist,divorced,22930,0,18,0,5.0,0,4,0,2,3,3,2016-05-30,resignation,others
239,3.0,3.0,3.0,21,travel_rarely,sales,16,2,life sciences,male,3,sales executive,single,87260,1,11,1,3.0,2,3,1,2,1,3,,,
240,4.0,4.0,4.0,44,travel_rarely,research & development,2,2,life sciences,male,1,laboratory technician,married,40110,4,14,1,26.0,2,2,0,1,3,3,,,
241,1.0,3.0,3.0,22,travel_rarely,research & development,2,2,medical,female,2,laboratory technician,married,195450,0,14,0,3.0,3,2,2,2,2,3,,,
242,3.0,3.0,3.0,33,travel_rarely,sales,13,4,marketing,female,2,manufacturing director,divorced,45680,0,18,1,6.0,2,5,1,2,3,3,,,
243,1.0,4.0,2.0,32,travel_rarely,research & development,1,1,life sciences,female,1,healthcare representative,married,30220,1,16,1,6.0,3,6,0,5,3,3,,,
244,3.0,3.0,3.0,30,travel_frequently,research & development,4,5,technical degree,male,3,manager,divorced,57720,1,17,0,1.0,3,1,0,0,3,3,,,
245,4.0,1.0,4.0,53,travel_rarely,research & development,24,3,other,female,3,manager,single,22690,7,11,1,18.0,2,14,8,10,2,3,,,
246,2.0,4.0,2.0,34,travel_rarely,research & development,1,5,medical,male,1,research scientist,married,53810,1,12,0,10.0,0,10,8,8,3,3,,,
247,1.0,1.0,3.0,45,travel_frequently,research & development,19,4,life sciences,male,3,research director,married,34410,2,13,1,5.0,5,1,0,0,3,3,2016-07-14,resignation,others
248,3.0,4.0,3.0,26,travel_rarely,research & development,7,2,life sciences,male,1,manufacturing director,married,54540,1,13,1,3.0,5,3,0,2,4,3,,,
249,3.0,3.0,3.0,37,travel_rarely,research & development,4,3,medical,male,1,manager,married,98840,1,14,0,10.0,3,10,7,8,2,3,,,
250,2.0,3.0,2.0,29,travel_rarely,research & development,2,3,life sciences,female,1,healthcare representative,married,41570,1,17,3,6.0,2,6,1,2,3,3,,,
251,2.0,4.0,3.0,35,travel_rarely,research & development,10,5,medical,female,4,laboratory technician,single,134580,1,11,0,17.0,3,17,11,8,3,3,,,
252,3.0,4.0,1.0,33,travel_frequently,research & development,8,3,technical degree,male,2,laboratory technician,divorced,90690,3,25,1,15.0,3,13,4,7,3,4,,,
253,3.0,2.0,4.0,54,travel_rarely,research & development,5,2,life sciences,female,2,sales executive,married,40140,2,19,1,16.0,4,9,7,1,2,3,,,
254,2.0,2.0,3.0,36,travel_rarely,research & development,8,3,life sciences,male,2,research scientist,divorced,59150,2,13,1,13.0,3,3,0,2,2,3,,,
255,1.0,4.0,3.0,27,travel_rarely,sales,9,3,marketing,male,5,research director,single,59930,0,14,1,5.0,3,4,1,1,1,3,,,
256,4.0,3.0,3.0,20,travel_rarely,research & development,1,3,life sciences,male,5,sales representative,single,61620,1,12,3,1.0,2,1,1,1,2,3,2016-08-17,resignation,salary
257,1.0,1.0,3.0,33,travel_frequently,research & development,15,4,medical,female,1,laboratory technician,single,24060,1,11,0,10.0,3,10,9,7,3,3,2016-01-28,resignation,others
258,3.0,3.0,3.0,35,non-travel,research & development,2,1,medical,male,1,research scientist,married,187400,1,19,1,1.0,2,1,0,0,4,3,,,
259,1.0,1.0,4.0,23,travel_rarely,research & development,2,3,life sciences,male,1,healthcare representative,married,76370,2,11,1,5.0,3,3,0,2,3,3,,,
260,4.0,2.0,3.0,25,travel_rarely,research & development,11,3,medical,male,2,manufacturing director,married,100960,0,11,1,4.0,3,3,1,2,3,3,,,
261,4.0,4.0,3.0,38,travel_rarely,research & development,16,3,life sciences,male,5,research scientist,single,147560,0,20,1,8.0,3,7,0,5,2,4,,,
262,2.0,4.0,3.0,29,travel_frequently,sales,2,4,life sciences,male,4,healthcare representative,divorced,64990,1,18,3,10.0,3,10,2,8,2,3,,,
263,2.0,2.0,3.0,48,travel_rarely,research & development,16,3,technical degree,male,1,sales executive,married,97240,3,13,0,12.0,2,2,2,2,4,3,,,
264,4.0,4.0,3.0,27,travel_frequently,sales,4,3,technical degree,male,5,laboratory technician,divorced,21940,1,12,0,6.0,5,6,0,4,3,3,,,
265,4.0,4.0,3.0,37,travel_rarely,research & development,16,3,life sciences,male,3,manager,single,33880,3,11,0,4.0,2,1,0,0,4,3,,,
266,4.0,3.0,3.0,50,travel_rarely,sales,5,3,medical,male,1,laboratory technician,married,54730,1,19,1,20.0,2,20,3,8,4,3,,,
267,4.0,2.0,4.0,34,travel_rarely,research & development,18,1,medical,male,1,healthcare representative,single,27030,1,21,1,9.0,2,8,7,7,3,4,,,
268,1.0,3.0,3.0,24,travel_rarely,research & development,17,2,life sciences,female,1,healthcare representative,single,25010,9,12,0,4.0,3,2,2,0,1,3,2016-01-19,resignation,others
269,4.0,3.0,3.0,39,travel_rarely,research & development,12,5,medical,female,1,sales representative,single,62200,1,14,2,20.0,2,20,11,10,3,3,,,
270,4.0,4.0,2.0,32,travel_rarely,research & development,2,3,life sciences,male,5,research scientist,single,30380,1,11,0,10.0,5,10,0,8,1,3,,,
271,2.0,3.0,3.0,50,travel_frequently,research & development,4,2,medical,male,4,sales representative,married,44240,3,14,1,18.0,2,4,1,3,2,3,2016-06-04,resignation,others
272,2.0,4.0,2.0,38,travel_rarely,research & development,9,4,life sciences,male,1,sales executive,single,43120,0,12,1,10.0,2,9,1,8,2,3,,,
273,3.0,1.0,3.0,27,travel_rarely,research & development,10,3,medical,male,5,research scientist,married,132450,1,23,1,9.0,3,9,0,7,2,4,,,
274,3.0,4.0,3.0,32,travel_rarely,sales,1,3,medical,male,2,sales executive,single,136640,3,14,0,10.0,6,7,7,7,3,3,,,
275,4.0,1.0,3.0,47,travel_rarely,research & development,2,3,medical,female,5,sales executive,single,50210,2,17,0,20.0,3,7,1,7,3,3,,,
276,4.0,1.0,3.0,40,travel_frequently,research & development,3,4,medical,female,3,human resources,married,51260,5,18,0,20.0,2,18,1,12,3,3,,,
277,3.0,3.0,3.0,53,travel_rarely,research & development,7,1,life sciences,male,2,laboratory technician,married,28590,3,18,1,32.0,2,5,1,3,3,3,,,
278,2.0,4.0,2.0,41,travel_rarely,sales,6,3,medical,male,1,sales executive,divorced,102390,3,24,3,23.0,3,21,12,6,3,4,,,
279,1.0,1.0,3.0,60,travel_rarely,research & development,8,2,life sciences,female,5,laboratory technician,single,53290,8,20,0,10.0,3,2,2,2,4,4,,,
280,4.0,1.0,2.0,27,travel_frequently,research & development,29,1,life sciences,male,2,manufacturing director,divorced,43250,1,14,0,9.0,2,9,1,7,2,3,,,
281,4.0,3.0,3.0,41,travel_rarely,research & development,3,3,medical,male,1,manufacturing director,married,72600,1,16,0,22.0,2,22,2,10,3,3,,,
282,4.0,2.0,3.0,50,travel_rarely,sales,9,3,life sciences,male,2,research scientist,married,23220,7,25,1,4.0,0,2,2,2,4,4,,,
283,1.0,2.0,3.0,28,travel_rarely,sales,2,4,life sciences,male,3,research scientist,single,20750,7,18,3,10.0,0,7,3,7,2,3,2016-06-03,resignation,salary
284,1.0,1.0,3.0,36,non-travel,research & development,10,4,technical degree,female,2,research scientist,married,41520,9,19,1,10.0,3,8,0,5,3,3,,,
285,3.0,3.0,4.0,38,travel_rarely,research & development,1,3,medical,female,3,manager,single,96190,4,13,1,10.0,2,1,0,0,3,3,,,
286,1.0,3.0,3.0,44,non-travel,research & development,8,2,life sciences,male,1,research scientist,single,135030,2,12,0,9.0,6,5,1,4,2,3,,,
287,4.0,3.0,2.0,47,travel_frequently,research & development,27,3,life sciences,male,1,research scientist,divorced,54410,9,22,1,28.0,6,22,11,13,2,4,,,
288,3.0,4.0,2.0,30,travel_rarely,research & development,8,3,life sciences,male,2,sales executive,divorced,52090,7,14,1,10.0,3,8,7,7,3,3,,,
289,3.0,3.0,3.0,29,travel_rarely,research & development,1,2,medical,female,1,sales executive,single,106730,1,13,3,1.0,2,1,0,0,3,3,,,
290,3.0,3.0,3.0,42,travel_frequently,research & development,10,1,life sciences,female,1,sales executive,divorced,50100,6,21,3,7.0,3,2,2,2,3,4,2016-08-12,resignation,others
291,4.0,4.0,3.0,43,travel_frequently,research & development,26,1,life sciences,male,1,laboratory technician,married,135490,3,11,2,7.0,3,2,2,2,3,3,,,
292,2.0,3.0,3.0,34,travel_rarely,research & development,2,5,technical degree,male,2,healthcare representative,single,49990,3,12,2,10.0,2,5,4,3,4,3,,,
293,2.0,1.0,4.0,23,travel_rarely,sales,13,3,marketing,male,5,sales executive,married,42210,1,11,1,5.0,4,4,0,2,3,3,,,
294,3.0,2.0,1.0,39,travel_rarely,sales,2,4,marketing,female,4,healthcare representative,married,138720,9,12,3,12.0,3,8,3,6,2,3,,,
295,3.0,4.0,2.0,56,travel_rarely,research & development,2,4,medical,male,1,manager,married,20420,7,12,0,30.0,6,10,1,1,3,3,,,
296,4.0,4.0,2.0,40,travel_rarely,sales,9,3,marketing,male,2,research scientist,single,20730,0,14,0,5.0,3,4,2,3,3,3,,,
297,4.0,1.0,1.0,27,travel_rarely,research & development,10,3,life sciences,female,1,laboratory technician,single,29560,8,13,0,9.0,6,7,0,7,3,3,,,
298,4.0,2.0,3.0,29,travel_rarely,sales,20,3,marketing,female,2,manager,divorced,29260,1,15,1,2.0,3,2,2,2,2,3,,,
299,4.0,4.0,3.0,53,travel_rarely,research & development,9,3,life sciences,female,3,laboratory technician,single,48090,2,18,0,19.0,2,2,2,2,3,3,,,
300,4.0,1.0,4.0,35,non-travel,research & development,5,1,medical,male,1,healthcare representative,divorced,51630,2,18,2,16.0,4,1,0,0,3,3,,,
301,4.0,4.0,3.0,32,travel_frequently,sales,4,4,life sciences,male,2,sales executive,married,188440,1,19,0,10.0,3,10,4,7,1,3,,,
302,4.0,3.0,1.0,38,travel_rarely,sales,10,3,medical,male,4,laboratory technician,married,181720,6,12,2,6.0,5,1,0,1,3,3,,,
303,2.0,1.0,3.0,34,travel_rarely,research & development,20,3,medical,female,3,laboratory technician,divorced,57440,3,19,1,7.0,4,0,0,0,2,3,,,
304,3.0,1.0,4.0,52,travel_rarely,sales,21,5,technical degree,male,3,manager,married,28890,1,11,1,34.0,2,34,1,16,3,3,,,
306,3.0,4.0,2.0,25,travel_rarely,research & development,8,3,life sciences,male,2,research scientist,single,74840,1,15,0,6.0,3,6,1,4,3,3,,,
307,2.0,3.0,3.0,45,travel_rarely,sales,2,3,life sciences,male,3,healthcare representative,single,60740,0,14,0,9.0,2,8,3,1,3,3,,,
308,1.0,3.0,3.0,23,travel_rarely,research & development,23,1,life sciences,female,2,research scientist,single,173280,1,17,1,2.0,2,2,0,2,1,3,,,
309,2.0,3.0,3.0,47,travel_frequently,research & development,4,3,life sciences,male,1,research director,single,27740,4,13,1,10.0,2,5,1,3,3,3,2016-11-09,resignation,salary
310,4.0,4.0,3.0,34,travel_rarely,research & development,12,3,technical degree,male,1,research scientist,single,45050,1,12,0,6.0,3,6,1,4,3,3,,,
311,4.0,1.0,3.0,55,travel_rarely,human resources,7,3,human resources,male,4,laboratory technician,married,74280,5,12,0,24.0,2,5,1,4,3,3,2016-09-06,resignation,salary
312,1.0,1.0,3.0,36,non-travel,research & development,7,2,life sciences,male,5,sales executive,single,116310,1,18,1,10.0,2,10,0,9,1,3,,,
313,4.0,4.0,3.0,52,non-travel,research & development,1,4,life sciences,male,5,sales executive,married,97380,0,18,2,5.0,2,4,1,2,3,3,,,
314,1.0,4.0,3.0,26,travel_frequently,research & development,2,2,life sciences,male,1,manufacturing director,divorced,28350,3,11,1,5.0,2,2,2,0,3,3,,,
315,2.0,3.0,2.0,29,travel_rarely,research & development,10,2,medical,male,3,manufacturing director,married,169590,4,14,3,11.0,5,8,1,1,3,3,,,
316,4.0,1.0,2.0,26,travel_rarely,research & development,15,2,life sciences,male,2,laboratory technician,single,26130,6,19,1,6.0,2,4,1,2,3,3,2016-09-30,resignation,others
317,2.0,4.0,3.0,34,travel_rarely,research & development,14,4,technical degree,male,2,manufacturing director,single,61460,2,12,0,10.0,3,4,1,3,3,3,,,
318,4.0,1.0,3.0,54,travel_rarely,research & development,18,4,medical,female,2,laboratory technician,divorced,49630,9,15,1,9.0,2,5,1,4,3,3,,,
319,3.0,4.0,3.0,27,travel_frequently,research & development,13,2,life sciences,female,4,research scientist,married,195370,0,12,0,5.0,5,4,1,1,3,3,,,
320,4.0,1.0,2.0,37,travel_rarely,sales,2,4,technical degree,male,2,manufacturing director,divorced,61720,0,11,0,6.0,1,5,4,3,3,3,,,
321,1.0,1.0,3.0,38,travel_frequently,sales,2,4,life sciences,female,2,research scientist,single,23680,6,11,1,17.0,3,15,4,12,3,3,,,
322,3.0,1.0,3.0,34,travel_rarely,sales,2,3,marketing,male,1,sales representative,single,103120,1,12,0,6.0,2,6,1,3,3,3,,,
323,1.0,4.0,2.0,35,travel_rarely,research & development,5,4,medical,male,3,manager,married,16750,1,16,0,3.0,6,3,0,2,2,3,,,
324,4.0,3.0,3.0,30,travel_rarely,research & development,20,3,medical,male,1,laboratory technician,married,25230,3,13,1,7.0,2,2,0,2,3,3,,,
325,3.0,2.0,3.0,40,travel_frequently,research & development,10,4,medical,male,2,manufacturing director,married,65670,1,13,1,8.0,3,8,3,7,4,3,,,
326,3.0,1.0,3.0,34,travel_rarely,research & development,10,3,life sciences,male,3,healthcare representative,married,47390,5,24,2,6.0,2,3,1,2,3,4,,,
327,2.0,4.0,2.0,42,travel_frequently,research & development,9,4,medical,male,1,manufacturing director,divorced,92080,1,15,1,24.0,2,24,14,9,4,3,,,
328,3.0,1.0,3.0,23,travel_rarely,sales,2,3,medical,female,4,manufacturing director,married,45590,1,18,1,1.0,2,0,0,0,2,3,2016-01-17,resignation,stress
329,3.0,2.0,3.0,24,non-travel,sales,1,5,marketing,female,1,manufacturing director,divorced,81890,1,14,1,1.0,3,1,0,0,3,3,,,
